accession,organism,taxon
JH805377.1,Enterococcus faecalis ERV65,1134794
JH805378.1,Enterococcus faecalis ERV65,1134794
JH805379.1,Enterococcus faecalis ERV65,1134794
JH805380.1,Enterococcus faecalis ERV65,1134794
JH805381.1,Enterococcus faecalis ERV65,1134794
JH805382.1,Enterococcus faecalis ERV65,1134794
JH805383.1,Enterococcus faecalis ERV65,1134794
JH805384.1,Enterococcus faecalis ERV65,1134794
JH805385.1,Enterococcus faecalis ERV65,1134794
JH805386.1,Enterococcus faecalis ERV65,1134794
JH805387.1,Enterococcus faecalis ERV65,1134794
JH805388.1,Enterococcus faecalis ERV65,1134794
JH805389.1,Enterococcus faecalis ERV65,1134794
JH805390.1,Enterococcus faecalis ERV65,1134794
JH805391.1,Enterococcus faecalis ERV65,1134794
JH805392.1,Enterococcus faecalis ERV65,1134794
JH805393.1,Enterococcus faecalis ERV65,1134794
JH805394.1,Enterococcus faecalis ERV65,1134794
JH805395.1,Enterococcus faecalis ERV65,1134794
JH805396.1,Enterococcus faecalis ERV65,1134794
JH805397.1,Enterococcus faecalis ERV65,1134794
JH805398.1,Enterococcus faecalis ERV65,1134794
JH805399.1,Enterococcus faecalis ERV65,1134794
JH805400.1,Enterococcus faecalis ERV65,1134794
JH805401.1,Enterococcus faecalis ERV65,1134794
JH805402.1,Enterococcus faecalis ERV65,1134794
JH805403.1,Enterococcus faecalis ERV65,1134794
JH805404.1,Enterococcus faecalis ERV65,1134794
JH805405.1,Enterococcus faecalis ERV65,1134794
JH805406.1,Enterococcus faecalis ERV65,1134794
JH805407.1,Enterococcus faecalis ERV65,1134794
JH805408.1,Enterococcus faecalis ERV65,1134794
JH805409.1,Enterococcus faecalis ERV65,1134794
JH805410.1,Enterococcus faecalis ERV65,1134794
JH805411.1,Enterococcus faecalis ERV65,1134794
JH805412.1,Enterococcus faecalis ERV65,1134794
JH805413.1,Enterococcus faecalis ERV65,1134794
JH805414.1,Enterococcus faecalis ERV65,1134794
JH805415.1,Enterococcus faecalis ERV65,1134794
JH805416.1,Enterococcus faecalis ERV65,1134794
JH805417.1,Enterococcus faecalis ERV65,1134794
JH805418.1,Enterococcus faecalis ERV65,1134794
JH805419.1,Enterococcus faecalis ERV65,1134794
JH805420.1,Enterococcus faecalis ERV65,1134794
JH805421.1,Enterococcus faecalis ERV65,1134794
JH805422.1,Enterococcus faecalis ERV65,1134794
JH805423.1,Enterococcus faecalis ERV65,1134794
JH805424.1,Enterococcus faecalis ERV65,1134794
JH805425.1,Enterococcus faecalis ERV65,1134794
JH805426.1,Enterococcus faecalis ERV65,1134794
JH805427.1,Enterococcus faecalis ERV65,1134794
JH805428.1,Enterococcus faecalis ERV65,1134794
JH805429.1,Enterococcus faecalis ERV65,1134794
JH805430.1,Enterococcus faecalis ERV65,1134794
JH805431.1,Enterococcus faecalis ERV65,1134794
JH805432.1,Enterococcus faecalis ERV65,1134794
JH805433.1,Enterococcus faecalis ERV65,1134794
JH805435.1,Enterococcus faecalis ERV65,1134794
JH805436.1,Enterococcus faecalis ERV65,1134794
JH805437.1,Enterococcus faecalis ERV65,1134794
JH805438.1,Enterococcus faecalis ERV65,1134794
JH805439.1,Enterococcus faecalis ERV65,1134794
JH805440.1,Enterococcus faecalis ERV65,1134794
JH805441.1,Enterococcus faecalis ERV65,1134794
JH805442.1,Enterococcus faecalis ERV65,1134794
JH805443.1,Enterococcus faecalis ERV65,1134794
JH805444.1,Enterococcus faecalis ERV65,1134794
JH805445.1,Enterococcus faecalis ERV65,1134794
JH805446.1,Enterococcus faecalis ERV65,1134794
JH805447.1,Enterococcus faecalis ERV65,1134794
JH805448.1,Enterococcus faecalis ERV65,1134794
JH805449.1,Enterococcus faecalis ERV65,1134794
JH805450.1,Enterococcus faecalis ERV65,1134794
JH805451.1,Enterococcus faecalis ERV65,1134794
JH805452.1,Enterococcus faecalis ERV65,1134794
JH805453.1,Enterococcus faecalis ERV65,1134794
JH805454.1,Enterococcus faecalis ERV65,1134794
JH805455.1,Enterococcus faecalis ERV65,1134794
JH805456.1,Enterococcus faecalis ERV65,1134794
JH805457.1,Enterococcus faecalis ERV65,1134794
JH805458.1,Enterococcus faecalis ERV65,1134794
JH805459.1,Enterococcus faecalis ERV65,1134794
JH805460.1,Enterococcus faecalis ERV65,1134794
JH805461.1,Enterococcus faecalis ERV65,1134794
JH805462.1,Enterococcus faecalis ERV65,1134794
JH805463.1,Enterococcus faecalis ERV65,1134794
JH805464.1,Enterococcus faecalis ERV65,1134794
JH805667.1,Enterococcus faecalis ERV63,1134793
JH805668.1,Enterococcus faecalis ERV63,1134793
JH805669.1,Enterococcus faecalis ERV63,1134793
JH805670.1,Enterococcus faecalis ERV63,1134793
JH805671.1,Enterococcus faecalis ERV63,1134793
JH805672.1,Enterococcus faecalis ERV63,1134793
JH805673.1,Enterococcus faecalis ERV63,1134793
JH805674.1,Enterococcus faecalis ERV63,1134793
JH805675.1,Enterococcus faecalis ERV63,1134793
JH805676.1,Enterococcus faecalis ERV63,1134793
JH805677.1,Enterococcus faecalis ERV63,1134793
JH805678.1,Enterococcus faecalis ERV63,1134793
JH805679.1,Enterococcus faecalis ERV63,1134793
JH805680.1,Enterococcus faecalis ERV63,1134793
JH805681.1,Enterococcus faecalis ERV63,1134793
JH805682.1,Enterococcus faecalis ERV63,1134793
JH805683.1,Enterococcus faecalis ERV63,1134793
JH805684.1,Enterococcus faecalis ERV63,1134793
JH805685.1,Enterococcus faecalis ERV63,1134793
JH805686.1,Enterococcus faecalis ERV63,1134793
JH805687.1,Enterococcus faecalis ERV63,1134793
JH805688.1,Enterococcus faecalis ERV63,1134793
JH805689.1,Enterococcus faecalis ERV63,1134793
JH805690.1,Enterococcus faecalis ERV63,1134793
JH805691.1,Enterococcus faecalis ERV63,1134793
JH805692.1,Enterococcus faecalis ERV63,1134793
JH805693.1,Enterococcus faecalis ERV63,1134793
JH805694.1,Enterococcus faecalis ERV63,1134793
JH805695.1,Enterococcus faecalis ERV63,1134793
JH805696.1,Enterococcus faecalis ERV63,1134793
JH805697.1,Enterococcus faecalis ERV63,1134793
JH805698.1,Enterococcus faecalis ERV63,1134793
JH805699.1,Enterococcus faecalis ERV63,1134793
JH805700.1,Enterococcus faecalis ERV63,1134793
JH805701.1,Enterococcus faecalis ERV63,1134793
JH805702.1,Enterococcus faecalis ERV63,1134793
JH805703.1,Enterococcus faecalis ERV63,1134793
JH805704.1,Enterococcus faecalis ERV63,1134793
JH805705.1,Enterococcus faecalis ERV63,1134793
JH805706.1,Enterococcus faecalis ERV63,1134793
JH805707.1,Enterococcus faecalis ERV63,1134793
JH805708.1,Enterococcus faecalis ERV63,1134793
JH805709.1,Enterococcus faecalis ERV63,1134793
JH805710.1,Enterococcus faecalis ERV63,1134793
JH805711.1,Enterococcus faecalis ERV63,1134793
JH805712.1,Enterococcus faecalis ERV63,1134793
JH805713.1,Enterococcus faecalis ERV63,1134793
JH805714.1,Enterococcus faecalis ERV63,1134793
JH805715.1,Enterococcus faecalis ERV63,1134793
JH805716.1,Enterococcus faecalis ERV63,1134793
JH805717.1,Enterococcus faecalis ERV63,1134793
JH805718.1,Enterococcus faecalis ERV63,1134793
JH805719.1,Enterococcus faecalis ERV63,1134793
JH805720.1,Enterococcus faecalis ERV63,1134793
JH805721.1,Enterococcus faecalis ERV63,1134793
JH805722.1,Enterococcus faecalis ERV63,1134793
JH805723.1,Enterococcus faecalis ERV63,1134793
JH805724.1,Enterococcus faecalis ERV63,1134793
JH805725.1,Enterococcus faecalis ERV63,1134793
JH805726.1,Enterococcus faecalis ERV63,1134793
JH805727.1,Enterococcus faecalis ERV63,1134793
JH805728.1,Enterococcus faecalis ERV63,1134793
JH805729.1,Enterococcus faecalis ERV63,1134793
JH805730.1,Enterococcus faecalis ERV63,1134793
JH805731.1,Enterococcus faecalis ERV63,1134793
JH805732.1,Enterococcus faecalis ERV63,1134793
JH805733.1,Enterococcus faecalis ERV63,1134793
JH805734.1,Enterococcus faecalis ERV63,1134793
JH805735.1,Enterococcus faecalis ERV63,1134793
JH805736.1,Enterococcus faecalis ERV63,1134793
JH805737.1,Enterococcus faecalis ERV63,1134793
JH805738.1,Enterococcus faecalis ERV63,1134793
JH805739.1,Enterococcus faecalis ERV63,1134793
JH805740.1,Enterococcus faecalis ERV63,1134793
JH805741.1,Enterococcus faecalis ERV63,1134793
JH805742.1,Enterococcus faecalis ERV63,1134793
JH805743.1,Enterococcus faecalis ERV63,1134793
JH805744.1,Enterococcus faecalis ERV63,1134793
JH805745.1,Enterococcus faecalis ERV63,1134793
JH805746.1,Enterococcus faecalis ERV63,1134793
JH805747.1,Enterococcus faecalis ERV63,1134793
JH805749.1,Enterococcus faecalis ERV63,1134793
JH805750.1,Enterococcus faecalis ERV63,1134793
JH805751.1,Enterococcus faecalis ERV63,1134793
JH805752.1,Enterococcus faecalis ERV63,1134793
JH805753.1,Enterococcus faecalis ERV63,1134793
JH805754.1,Enterococcus faecalis ERV63,1134793
JH805755.1,Enterococcus faecalis ERV63,1134793
JH805756.1,Enterococcus faecalis ERV63,1134793
JH805757.1,Enterococcus faecalis ERV63,1134793
JH805758.1,Enterococcus faecalis ERV63,1134793
JH805759.1,Enterococcus faecalis ERV63,1134793
JH805760.1,Enterococcus faecalis ERV63,1134793
JH805761.1,Enterococcus faecalis ERV63,1134793
JH805762.1,Enterococcus faecalis ERV62,1134792
JH805763.1,Enterococcus faecalis ERV62,1134792
JH805764.1,Enterococcus faecalis ERV62,1134792
JH805765.1,Enterococcus faecalis ERV62,1134792
JH805766.1,Enterococcus faecalis ERV62,1134792
JH805768.1,Enterococcus faecalis ERV62,1134792
JH805769.1,Enterococcus faecalis ERV62,1134792
JH805770.1,Enterococcus faecalis ERV62,1134792
JH805771.1,Enterococcus faecalis ERV62,1134792
JH805772.1,Enterococcus faecalis ERV62,1134792
JH805773.1,Enterococcus faecalis ERV62,1134792
JH805774.1,Enterococcus faecalis ERV62,1134792
JH805775.1,Enterococcus faecalis ERV62,1134792
JH805776.1,Enterococcus faecalis ERV62,1134792
JH805777.1,Enterococcus faecalis ERV62,1134792
JH805778.1,Enterococcus faecalis ERV62,1134792
JH805779.1,Enterococcus faecalis ERV62,1134792
JH805780.1,Enterococcus faecalis ERV62,1134792
JH805781.1,Enterococcus faecalis ERV62,1134792
JH805782.1,Enterococcus faecalis ERV62,1134792
JH805783.1,Enterococcus faecalis ERV62,1134792
JH805784.1,Enterococcus faecalis ERV62,1134792
JH805785.1,Enterococcus faecalis ERV62,1134792
JH805786.1,Enterococcus faecalis ERV62,1134792
JH805787.1,Enterococcus faecalis ERV62,1134792
JH805788.1,Enterococcus faecalis ERV62,1134792
JH805789.1,Enterococcus faecalis ERV62,1134792
JH805790.1,Enterococcus faecalis ERV62,1134792
JH805791.1,Enterococcus faecalis ERV62,1134792
JH805792.1,Enterococcus faecalis ERV62,1134792
JH805793.1,Enterococcus faecalis ERV62,1134792
JH805794.1,Enterococcus faecalis ERV62,1134792
JH805795.1,Enterococcus faecalis ERV62,1134792
JH805796.1,Enterococcus faecalis ERV62,1134792
JH805797.1,Enterococcus faecalis ERV62,1134792
JH805798.1,Enterococcus faecalis ERV62,1134792
JH805799.1,Enterococcus faecalis ERV62,1134792
JH805800.1,Enterococcus faecalis ERV62,1134792
JH805801.1,Enterococcus faecalis ERV62,1134792
JH805802.1,Enterococcus faecalis ERV62,1134792
JH805803.1,Enterococcus faecalis ERV62,1134792
JH805804.1,Enterococcus faecalis ERV62,1134792
JH805805.1,Enterococcus faecalis ERV62,1134792
JH805806.1,Enterococcus faecalis ERV62,1134792
JH805807.1,Enterococcus faecalis ERV62,1134792
JH805808.1,Enterococcus faecalis ERV62,1134792
JH805809.1,Enterococcus faecalis ERV62,1134792
JH805810.1,Enterococcus faecalis ERV62,1134792
JH805811.1,Enterococcus faecalis ERV62,1134792
JH805812.1,Enterococcus faecalis ERV62,1134792
JH805813.1,Enterococcus faecalis ERV62,1134792
JH805814.1,Enterococcus faecalis ERV62,1134792
JH805815.1,Enterococcus faecalis ERV62,1134792
JH805816.1,Enterococcus faecalis ERV62,1134792
JH805817.1,Enterococcus faecalis ERV62,1134792
JH805818.1,Enterococcus faecalis ERV62,1134792
JH805819.1,Enterococcus faecalis ERV62,1134792
JH805820.1,Enterococcus faecalis ERV62,1134792
JH805821.1,Enterococcus faecalis ERV62,1134792
JH805822.1,Enterococcus faecalis ERV62,1134792
JH805823.1,Enterococcus faecalis ERV62,1134792
JH805824.1,Enterococcus faecalis ERV62,1134792
JH805825.1,Enterococcus faecalis ERV62,1134792
JH805826.1,Enterococcus faecalis ERV62,1134792
JH805827.1,Enterococcus faecalis ERV62,1134792
JH805828.1,Enterococcus faecalis ERV62,1134792
JH805829.1,Enterococcus faecalis ERV62,1134792
JH805830.1,Enterococcus faecalis ERV62,1134792
JH805831.1,Enterococcus faecalis ERV62,1134792
JH805832.1,Enterococcus faecalis ERV62,1134792
JH805833.1,Enterococcus faecalis ERV62,1134792
JH805834.1,Enterococcus faecalis ERV62,1134792
JH805835.1,Enterococcus faecalis ERV62,1134792
JH805836.1,Enterococcus faecalis ERV62,1134792
JH805837.1,Enterococcus faecalis ERV62,1134792
JH805838.1,Enterococcus faecalis ERV62,1134792
JH805896.1,Enterococcus faecalis ERV41,1134791
JH805897.1,Enterococcus faecalis ERV41,1134791
JH805898.1,Enterococcus faecalis ERV41,1134791
JH805899.1,Enterococcus faecalis ERV41,1134791
JH805900.1,Enterococcus faecalis ERV41,1134791
JH805901.1,Enterococcus faecalis ERV41,1134791
JH805902.1,Enterococcus faecalis ERV41,1134791
JH805903.1,Enterococcus faecalis ERV41,1134791
JH805904.1,Enterococcus faecalis ERV41,1134791
JH805905.1,Enterococcus faecalis ERV41,1134791
JH805906.1,Enterococcus faecalis ERV41,1134791
JH805907.1,Enterococcus faecalis ERV41,1134791
JH805908.1,Enterococcus faecalis ERV41,1134791
JH805909.1,Enterococcus faecalis ERV41,1134791
JH805910.1,Enterococcus faecalis ERV41,1134791
JH805911.1,Enterococcus faecalis ERV41,1134791
JH805912.1,Enterococcus faecalis ERV41,1134791
JH805913.1,Enterococcus faecalis ERV41,1134791
JH805914.1,Enterococcus faecalis ERV41,1134791
JH805915.1,Enterococcus faecalis ERV41,1134791
JH805916.1,Enterococcus faecalis ERV41,1134791
JH805917.1,Enterococcus faecalis ERV41,1134791
JH805918.1,Enterococcus faecalis ERV41,1134791
JH805919.1,Enterococcus faecalis ERV41,1134791
JH805920.1,Enterococcus faecalis ERV41,1134791
JH805921.1,Enterococcus faecalis ERV41,1134791
JH805922.1,Enterococcus faecalis ERV41,1134791
JH805923.1,Enterococcus faecalis ERV41,1134791
JH805924.1,Enterococcus faecalis ERV41,1134791
JH805925.1,Enterococcus faecalis ERV41,1134791
JH805926.1,Enterococcus faecalis ERV41,1134791
JH805927.1,Enterococcus faecalis ERV41,1134791
JH805928.1,Enterococcus faecalis ERV41,1134791
JH805929.1,Enterococcus faecalis ERV41,1134791
JH805930.1,Enterococcus faecalis ERV41,1134791
JH805931.1,Enterococcus faecalis ERV41,1134791
JH805932.1,Enterococcus faecalis ERV41,1134791
JH805933.1,Enterococcus faecalis ERV41,1134791
JH805934.1,Enterococcus faecalis ERV41,1134791
JH805935.1,Enterococcus faecalis ERV41,1134791
JH805936.1,Enterococcus faecalis ERV41,1134791
JH805937.1,Enterococcus faecalis ERV41,1134791
JH805938.1,Enterococcus faecalis ERV41,1134791
JH805939.1,Enterococcus faecalis ERV41,1134791
JH805940.1,Enterococcus faecalis ERV41,1134791
JH805941.1,Enterococcus faecalis ERV41,1134791
JH805942.1,Enterococcus faecalis ERV41,1134791
JH805943.1,Enterococcus faecalis ERV41,1134791
JH805944.1,Enterococcus faecalis ERV41,1134791
JH805945.1,Enterococcus faecalis ERV41,1134791
JH805946.1,Enterococcus faecalis ERV41,1134791
JH805947.1,Enterococcus faecalis ERV41,1134791
JH805948.1,Enterococcus faecalis ERV41,1134791
JH805949.1,Enterococcus faecalis ERV41,1134791
JH805950.1,Enterococcus faecalis ERV41,1134791
JH805951.1,Enterococcus faecalis ERV41,1134791
JH805952.1,Enterococcus faecalis ERV41,1134791
JH805953.1,Enterococcus faecalis ERV41,1134791
JH805954.1,Enterococcus faecalis ERV41,1134791
JH805955.1,Enterococcus faecalis ERV41,1134791
JH805956.1,Enterococcus faecalis ERV41,1134791
JH805957.1,Enterococcus faecalis ERV41,1134791
JH805958.1,Enterococcus faecalis ERV41,1134791
JH805959.1,Enterococcus faecalis ERV41,1134791
JH805960.1,Enterococcus faecalis ERV41,1134791
JH805961.1,Enterococcus faecalis ERV41,1134791
JH805962.1,Enterococcus faecalis ERV41,1134791
JH805963.1,Enterococcus faecalis ERV41,1134791
JH805964.1,Enterococcus faecalis ERV41,1134791
JH805965.1,Enterococcus faecalis ERV41,1134791
JH805966.1,Enterococcus faecalis ERV41,1134791
JH805967.1,Enterococcus faecalis ERV41,1134791
JH805968.1,Enterococcus faecalis ERV41,1134791
JH805969.1,Enterococcus faecalis ERV41,1134791
JH805970.1,Enterococcus faecalis ERV41,1134791
JH805971.1,Enterococcus faecalis ERV41,1134791
JH805972.1,Enterococcus faecalis ERV41,1134791
JH805973.1,Enterococcus faecalis ERV41,1134791
JH805974.1,Enterococcus faecalis ERV41,1134791
JH805975.1,Enterococcus faecalis ERV41,1134791
JH805976.1,Enterococcus faecalis ERV41,1134791
JH805977.1,Enterococcus faecalis ERV41,1134791
JH805978.1,Enterococcus faecalis ERV41,1134791
JH805979.1,Enterococcus faecalis ERV41,1134791
JH805980.1,Enterococcus faecalis ERV41,1134791
JH805981.1,Enterococcus faecalis ERV41,1134791
JH805982.1,Enterococcus faecalis ERV41,1134791
JH805983.1,Enterococcus faecalis ERV41,1134791
JH805984.1,Enterococcus faecalis ERV41,1134791
JH805985.1,Enterococcus faecalis ERV41,1134791
JH805986.1,Enterococcus faecalis ERV41,1134791
JH805987.1,Enterococcus faecalis ERV41,1134791
JH805988.1,Enterococcus faecalis ERV41,1134791
JH805989.1,Enterococcus faecalis ERV41,1134791
JH805990.1,Enterococcus faecalis ERV41,1134791
JH805991.1,Enterococcus faecalis ERV41,1134791
JH805992.1,Enterococcus faecalis ERV41,1134791
JH805993.1,Enterococcus faecalis ERV41,1134791
JH805994.1,Enterococcus faecalis ERV41,1134791
JH805995.1,Enterococcus faecalis ERV41,1134791
JH805996.1,Enterococcus faecalis ERV41,1134791
JH805997.1,Enterococcus faecalis ERV41,1134791
JH805998.1,Enterococcus faecalis ERV41,1134791
JH805999.1,Enterococcus faecalis ERV41,1134791
JH806000.1,Enterococcus faecalis ERV41,1134791
JH806001.1,Enterococcus faecalis ERV41,1134791
JH806002.1,Enterococcus faecalis ERV41,1134791
JH806003.1,Enterococcus faecalis ERV41,1134791
JH806004.1,Enterococcus faecalis ERV41,1134791
JH806005.1,Enterococcus faecalis ERV41,1134791
JH806006.1,Enterococcus faecalis ERV41,1134791
JH806007.1,Enterococcus faecalis ERV41,1134791
JH806008.1,Enterococcus faecalis ERV41,1134791
JH806009.1,Enterococcus faecalis ERV41,1134791
JH806010.1,Enterococcus faecalis ERV41,1134791
JH806011.1,Enterococcus faecalis ERV41,1134791
JH806012.1,Enterococcus faecalis ERV41,1134791
JH806013.1,Enterococcus faecalis ERV41,1134791
JH806014.1,Enterococcus faecalis ERV41,1134791
JH806015.1,Enterococcus faecalis ERV41,1134791
JH806016.1,Enterococcus faecalis ERV41,1134791
JH806017.1,Enterococcus faecalis ERV41,1134791
JH806018.1,Enterococcus faecalis ERV41,1134791
JH806019.1,Enterococcus faecalis ERV41,1134791
JH806020.1,Enterococcus faecalis ERV41,1134791
JH806021.1,Enterococcus faecalis ERV41,1134791
JH806022.1,Enterococcus faecalis ERV41,1134791
JH806023.1,Enterococcus faecalis ERV41,1134791
JH806024.1,Enterococcus faecalis ERV41,1134791
JH806080.1,Enterococcus faecalis ERV37,1134790
JH806081.1,Enterococcus faecalis ERV37,1134790
JH806082.1,Enterococcus faecalis ERV37,1134790
JH806083.1,Enterococcus faecalis ERV37,1134790
JH806084.1,Enterococcus faecalis ERV37,1134790
JH806085.1,Enterococcus faecalis ERV37,1134790
JH806086.1,Enterococcus faecalis ERV37,1134790
JH806087.1,Enterococcus faecalis ERV37,1134790
JH806088.1,Enterococcus faecalis ERV37,1134790
JH806089.1,Enterococcus faecalis ERV37,1134790
JH806090.1,Enterococcus faecalis ERV37,1134790
JH806091.1,Enterococcus faecalis ERV37,1134790
JH806092.1,Enterococcus faecalis ERV37,1134790
JH806093.1,Enterococcus faecalis ERV37,1134790
